,Age,Employment_Type,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Loan_Purpose,Debt_to_Income_Ratio,Loan_Status
2315,63,0,107000,770,33000,84,3,0.21,1
2316,48,1,110000,590,60000,84,1,0.52,0
2317,42,1,120000,790,50000,72,0,0.2,1
2318,39,1,92000,670,40000,72,0,0.45,0
2319,58,3,10000,490,2500,12,4,0.65,0
2320,63,0,115000,785,35000,84,1,0.19,1
2321,40,0,82000,740,50000,72,1,0.21,1
2322,46,1,190000,815,55000,120,0,0.23,1
2323,30,0,60000,655,25000,48,5,0.43,0
2324,30,1,60000,630,35000,72,1,0.58,0
2325,59,0,108000,798,29000,120,3,0.16,1
2326,27,2,18000,600,3500,30,2,0.4,0
2327,60,3,500,330,50000,24,5,0.74,0
2328,26,2,7000,600,4000,30,2,0.2,1
2329,50,0,95000,810,75000,120,3,0.28,1
2330,27,0,60000,710,12000,36,3,0.23,1
2331,23,2,18000,630,7000,48,2,0.25,1
2332,42,1,250000,760,100000,120,0,0.35,1
2333,38,1,71000,705,19000,60,3,0.32,1
2334,40,0,120000,780,70000,108,3,0.18,1
2335,47,0,67425,650,30908,48,3,0.48,1
2336,61,0,105000,780,20000,24,5,0.25,1
2337,33,0,110000,760,55000,84,0,0.2,1
2338,65,3,7000,520,2500,18,5,0.68,0
2339,63,0,68000,715,22000,54,1,0.26,1
2340,49,0,110000,790,30000,36,3,0.25,1
2341,42,1,74000,715,20000,48,5,0.34,0
2342,64,0,40000,630,9000,36,4,0.39,0
2343,66,1,280000,850,80000,120,0,0.05,1
2344,55,0,160000,830,50000,36,1,0.16,1
2345,60,0,120000,770,90000,96,5,0.19,1
2346,68,3,2300,510,1200,36,5,0.62,0
2347,56,1,42000,560,30000,60,5,0.59,0
2348,68,0,110000,820,15000,24,3,0.15,1
2349,43,0,115000,750,35000,48,3,0.33,1
2350,35,3,0,300,2000,12,4,0.78,0
2351,52,0,110000,690,50000,84,1,0.65,0
2352,53,0,115000,640,60000,72,1,0.43,0
2353,44,1,90000,550,60000,72,1,0.65,0
2354,34,0,72000,700,18000,36,4,0.2,1
2355,32,0,65000,695,20000,48,1,0.39,1
2356,34,1,69000,695,17000,48,0,0.36,0
2357,32,3,3000,460,2000,18,5,0.65,0
2358,29,0,49000,650,14000,48,5,0.44,0
2359,29,0,55000,640,16500,48,1,0.48,1
2360,55,1,95000,720,35000,72,4,0.34,1
2361,61,1,150000,810,50000,84,0,0.22,1
2362,51,0,140000,780,85000,108,0,0.27,1
2363,33,2,22000,640,9000,48,2,0.38,1
2364,58,0,120000,790,36000,108,1,0.19,1
2365,26,2,15000,600,18000,84,2,0.61,0
2366,29,0,48000,640,22000,60,1,0.45,0
2367,38,0,95000,720,22000,48,1,0.27,1
2368,26,2,12000,600,6000,36,4,0.3,1
2369,41,0,68000,660,16000,48,1,0.4,1
2370,46,1,81000,735,25000,60,0,0.27,1
2371,54,0,170000,830,130000,120,5,0.12,1
2372,42,0,70000,670,30000,72,1,0.38,1
2373,57,0,108000,775,40000,96,1,0.2,1
2374,41,0,150000,830,50000,60,3,0.15,1
2375,28,0,88000,745,20000,24,1,0.21,1
2376,21,2,1500,470,1200,12,5,0.22,1
2378,52,1,150000,820,70000,120,3,0.2,1
2379,36,0,108151,768,103550,68,1,0.1,1
2380,62,0,115000,830,90000,120,3,0.26,1
2381,56,0,140000,800,90000,96,3,0.19,1
2382,31,0,55000,675,13000,36,5,0.4,0
2383,49,1,78000,720,30000,72,3,0.3,1
2384,44,1,78000,725,22000,48,3,0.29,1
2385,42,0,95000,705,45000,60,3,0.25,1
2386,31,3,5000,490,1000,12,5,0.78,0
2387,29,3,3000,540,6000,12,5,0.62,0
2388,49,0,150000,840,80000,120,3,0.1,1
2389,61,1,250000,830,100000,120,0,0.39,1
2390,60,1,200000,830,75000,120,0,0.1,1
2391,57,0,72000,670,28000,48,1,0.43,1
2392,27,2,22000,640,9000,36,2,0.28,1
2393,61,0,180000,650,90000,84,3,0.51,0
2394,21,2,2000,520,1500,18,5,0.08,0
2395,33,3,0,410,0,12,4,0.75,0
2396,49,1,80000,710,35000,60,1,0.27,1
2397,32,0,75000,720,35000,60,3,0.28,1
2398,59,0,78000,720,20000,36,2,0.28,1
2399,44,0,80000,700,28000,72,1,0.3,1
2400,28,0,68000,760,10000,24,3,0.16,1
2401,37,2,7000,540,2000,18,2,0.63,0
2402,42,1,98600,760,39400,96,0,0.25,1
2403,53,3,30000,550,10000,24,4,0.65,0
2404,39,1,35000,630,7000,36,5,0.48,0
2405,51,3,10000,540,7000,36,4,0.68,0
2406,31,1,55000,680,15000,48,0,0.38,1
2407,54,0,70000,710,15000,36,2,0.29,1
2408,20,2,10000,600,5000,24,2,0.35,1
2409,60,1,95000,700,60000,72,0,0.28,1
2410,20,2,0,610,10000,120,2,0.5,0
2411,43,1,73000,685,22000,60,3,0.46,0
2412,65,1,40000,590,30000,60,5,0.6,0
2413,36,1,210000,740,80000,120,0,0.33,1
2414,41,3,7200,410,21000,48,4,0.7,0
2415,38,1,70000,650,22000,48,1,0.37,1
2416,33,1,95000,740,30000,60,0,0.28,1
2417,34,1,104889,754,58330,84,0,0.25,1
2418,30,2,15000,600,6000,36,2,0.25,1
2419,33,1,85000,740,35000,84,0,0.26,1
2420,34,1,65000,660,17000,48,5,0.4,1
2421,56,1,145000,650,75000,120,0,0.48,0
2422,27,3,8000,550,6000,48,4,0.5,0
2423,25,2,9000,570,5000,24,2,0.55,0
2424,56,1,250000,830,80000,84,0,0.2,1
2425,55,0,112345,801,50000,84,0,0.18,1
2426,20,3,1000,390,1000,12,5,0.75,0
2427,62,0,150000,810,50000,120,3,0.22,1
2428,56,0,190000,840,50000,60,0,0.14,1
2429,32,2,12000,570,10000,48,2,0.55,0
2430,20,3,0,310,500,12,5,0.8,0
2431,33,0,65000,680,25000,48,1,0.3,1
2432,26,1,40000,570,18000,48,5,0.63,0
2433,56,0,115000,700,65000,84,5,0.36,1
2434,30,0,45000,630,12000,48,1,0.42,1
2435,26,2,14000,600,4000,36,2,0.4,1
2436,53,0,150000,795,90000,108,4,0.26,1
2437,34,0,50000,600,10000,36,3,0.5,0
2438,27,1,38000,660,15000,36,5,0.35,1
2439,60,0,108000,780,38000,96,3,0.2,1
2440,28,2,15000,640,7500,36,2,0.45,0
2441,33,3,9000,555,10000,48,4,0.79,0
2442,50,1,195000,680,90000,84,0,0.47,0
2443,25,2,20000,690,8000,48,2,0.18,1
2444,30,0,52000,660,13000,36,5,0.38,0
2445,64,0,65000,660,18000,36,3,0.39,1
2446,45,0,88000,740,60000,96,0,0.22,1
2447,45,0,110000,790,60000,96,3,0.15,1
2448,25,0,53000,705,7000,24,3,0.22,1
2449,24,2,18000,660,10000,36,2,0.32,1
2450,29,0,105000,780,30000,36,0,0.27,1
2451,43,0,75000,730,35000,84,3,0.29,1
2452,42,0,73000,710,20000,48,1,0.29,1
2453,58,1,150000,810,50000,84,0,0.22,1
2454,31,1,55000,680,20000,48,4,0.31,1
2455,34,3,4000,450,1500,18,5,0.6,0
2456,37,0,89000,720,29000,60,3,0.24,1
2457,42,1,74000,715,20000,48,5,0.33,0
2458,27,3,5000,470,2000,18,4,0.73,0
2459,52,1,165000,790,40000,60,0,0.2,1
2460,34,1,210000,810,75000,120,3,0.32,1
2461,36,0,70000,710,18000,48,3,0.29,1
2462,41,0,75000,670,15000,48,1,0.38,1
2463,46,0,100000,660,80000,120,1,0.49,0
2464,63,2,0,450,1000,12,5,0.55,0
2465,26,0,72000,710,15000,36,5,0.18,1
2466,27,3,8000,500,2500,24,1,0.6,0
2467,58,0,130000,790,100000,96,3,0.1,1
2468,58,0,95000,710,25000,36,3,0.28,1
2469,43,0,92000,750,38000,72,3,0.24,1
2470,26,2,8500,610,6000,24,2,0.61,0
2471,47,0,155000,800,50000,60,3,0.18,1
2472,47,0,140000,830,45000,72,3,0.26,1
2473,24,0,45000,560,11000,36,5,0.55,0
2474,24,2,20000,650,40000,96,2,0.4,1
2475,67,3,4000,400,1500,24,1,0.69,0
2476,25,2,8000,480,3000,12,4,0.1,0
2477,38,0,140000,790,45000,48,3,0.29,1
2478,38,1,150000,795,50000,84,0,0.28,1
2479,65,3,10000,500,2000,18,5,0.65,0
2480,27,2,19000,610,5000,36,2,0.43,1
2481,41,0,108000,770,29000,72,3,0.19,1
2482,31,3,1000,400,1200,18,4,0.72,0
2483,41,0,78000,710,45000,60,3,0.18,1
2484,28,2,18000,600,6000,24,2,0.45,0
2485,42,1,78000,690,22000,60,0,0.35,1
2487,56,0,99000,765,30000,72,5,0.22,1
2488,23,2,15000,620,2000,24,2,0.35,1
2489,38,0,72000,700,10000,24,4,0.26,1
2490,24,2,9000,600,3500,24,5,0.35,0
2491,25,0,45000,690,25000,60,1,0.42,0
2492,45,1,125000,755,75000,84,0,0.22,1
2493,50,0,80000,700,38000,72,3,0.32,1
2495,44,0,108253,745,25091,60,1,0.22,1
2496,62,3,2500,390,7000,36,5,0.73,0
2497,44,0,115000,730,45000,72,1,0.33,1
2498,54,1,130000,790,90000,96,0,0.13,1
2499,36,1,75000,700,20000,48,3,0.28,1
2500,55,0,150000,810,75000,120,3,0.15,1
2501,21,3,4000,490,2000,24,5,0.69,0
2502,39,3,2000,320,1000,12,5,0.79,0
2503,21,2,2000,500,800,12,5,0.62,0
2504,45,0,78000,690,35000,72,1,0.37,1
2505,43,0,180000,795,80000,120,3,0.28,1
2507,48,0,50000,600,15000,36,4,0.55,0
2508,38,1,75000,690,40000,84,0,0.42,0
2509,65,3,0,360,500,12,4,0.78,0
2510,49,1,160000,740,55000,72,0,0.38,1
2511,23,2,10000,550,3000,36,2,0.5,0
2512,29,0,55000,690,22000,36,5,0.33,1
2513,40,1,30000,510,15000,24,0,0.7,0
2514,58,3,12000,590,5000,24,4,0.65,0
2515,46,0,105000,765,30000,36,1,0.23,1
2516,55,0,130000,790,80000,96,3,0.21,1
2517,41,0,60000,650,25000,60,5,0.45,0
2518,41,3,9876,521,4320,24,4,0.68,0
2519,30,1,45000,610,9000,36,0,0.45,0
2520,22,2,12000,580,3500,36,2,0.49,1
2521,65,0,110000,810,10000,12,5,0.1,1
2522,33,1,65400,690,15000,36,0,0.32,1
2523,64,3,0,320,0,12,5,0.0,0
2524,54,1,60000,670,20000,48,4,0.36,1
2525,25,0,38000,610,10000,48,1,0.51,0
2526,30,0,42000,690,8000,48,2,0.28,1
2527,22,2,15000,610,5000,36,2,0.1,1
2528,46,1,68000,660,16000,60,1,0.39,0
2529,46,3,7000,530,2500,12,4,0.72,0
2530,20,2,0,400,1000,12,5,0.6,0
2531,38,0,70000,720,18000,48,1,0.3,1
2532,29,0,68000,720,18000,48,4,0.17,1
2533,38,1,50000,670,12000,48,1,0.31,1
2534,38,0,78000,720,15000,24,4,0.15,1
2535,55,1,120000,800,50000,120,3,0.18,1
2536,36,3,6000,430,2000,24,4,0.65,0
2537,46,0,105000,770,55000,96,3,0.23,1
2538,48,1,40000,590,18000,60,3,0.51,0
2539,55,3,5000,580,5000,12,4,0.6,0
2540,54,1,115000,750,45000,84,5,0.35,1
2541,21,2,0,500,800,12,2,0.58,0
2542,30,3,0,350,500,12,5,0.8,0
2543,27,2,25000,680,5000,48,2,0.4,1
2544,50,0,85000,720,30000,72,2,0.25,1
2545,60,0,80000,690,35000,96,4,0.5,0
2546,22,3,0,510,7000,24,4,0.77,0
2547,41,3,4000,440,3000,24,5,0.69,0
2548,41,1,70000,600,20000,60,3,0.55,0
2549,33,3,5000,480,2500,18,4,0.6,0
2550,58,0,180000,840,100000,120,3,0.12,1
2551,61,1,115000,745,45000,84,5,0.28,1
2552,29,1,70000,680,50000,84,1,0.44,1
2553,44,0,90000,700,25000,60,3,0.31,1
2554,53,1,100000,770,45000,84,3,0.2,1
2555,67,0,145000,830,75000,120,3,0.11,1
2556,36,0,68000,660,25000,60,0,0.33,1
2557,48,1,110000,770,60000,96,3,0.23,1
2558,57,1,180000,820,120000,120,0,0.1,1
2559,24,2,14000,600,7000,36,2,0.29,1
2560,68,3,15000,650,10000,36,4,0.3,0
2561,39,0,88000,740,26400,72,1,0.29,1
2562,54,0,112000,805,22000,36,3,0.2,1
2563,69,0,100000,700,50000,96,0,0.35,1
2564,36,0,59000,700,11000,48,1,0.32,1
2565,39,1,70000,645,16000,48,5,0.47,1
2566,67,1,55000,600,15000,36,4,0.42,0
2567,55,0,130000,790,65000,96,0,0.2,1
2568,61,1,190000,840,140000,120,0,0.15,1
2569,33,2,8000,550,3500,36,2,0.38,1
2570,27,2,20000,570,100000,120,2,0.65,0
2571,39,1,90000,720,40000,84,0,0.28,1
2572,22,2,5000,510,1000,12,4,0.73,0
2573,35,2,14000,590,4200,48,2,0.46,0
2574,49,2,9000,580,3500,18,2,0.58,0
2575,50,3,0,300,500,12,5,0.8,0
2576,27,2,11993,525,59965,100,2,0.73,0
2577,27,1,41000,610,18000,48,0,0.6,0
2578,50,1,125000,760,100000,120,3,0.21,1
2579,65,1,250000,850,50000,84,3,0.1,1
2580,51,1,165000,790,110000,120,0,0.13,1
2581,51,1,210000,590,75000,60,1,0.61,0
2582,53,0,92000,765,24000,96,3,0.19,1
2583,45,1,60000,670,16000,48,5,0.36,1
2584,24,2,8500,610,7000,36,2,0.57,0
2585,42,1,140000,815,45000,120,0,0.11,1
2586,20,0,25000,610,10000,48,4,0.55,0
2587,25,2,20000,670,12000,48,2,0.41,0
2588,65,3,8000,550,5000,24,4,0.7,0
2589,33,0,68000,695,22000,60,1,0.38,1
2590,50,0,60000,700,15000,48,1,0.4,1
2591,28,1,62000,680,15000,48,0,0.31,1
2592,31,0,55000,640,20000,48,5,0.49,0
2593,57,0,110000,770,37000,96,1,0.19,1
2594,28,1,45000,620,15000,48,1,0.45,0
2595,24,2,12000,580,8000,24,2,0.45,0
2597,69,0,150000,840,50000,120,3,0.13,1
2598,61,0,81000,730,12000,12,4,0.14,1
2599,25,2,1200,400,1000,12,5,0.6,0
2600,27,0,59000,710,15000,36,3,0.29,1
2601,27,2,11000,590,4500,24,2,0.56,0
2602,49,1,150000,720,75000,84,0,0.28,1
2603,51,1,120000,770,55000,84,3,0.24,1
2604,47,0,90000,740,60000,96,3,0.23,1
2605,51,0,112000,790,65000,108,0,0.14,1
2606,64,1,200000,840,140000,120,0,0.08,1
2607,33,0,45000,610,12000,36,5,0.55,0
2608,31,2,11000,590,3000,24,2,0.42,0
2609,61,1,75000,680,25000,60,5,0.33,1
2610,22,2,8000,540,2000,24,2,0.5,0
2611,41,1,88000,720,60000,72,1,0.25,1
2612,49,0,100000,770,30000,72,3,0.2,1
2613,41,1,180000,790,50000,84,3,0.28,1
2614,26,3,5000,470,1100,12,5,0.74,0
2615,59,0,105000,800,55000,96,3,0.16,1
2616,47,1,160000,755,60000,72,0,0.3,1
2617,41,0,73000,705,20000,48,1,0.28,1
2618,47,0,89000,745,21000,36,4,0.25,1
2619,44,1,70000,700,15000,48,1,0.33,1
2620,29,2,17000,625,5500,36,2,0.36,0
2621,24,2,15000,620,8000,36,2,0.1,1
2622,51,1,80000,700,25000,72,1,0.29,1
2623,29,2,18000,630,4000,36,2,0.39,1
2624,21,2,12000,650,5000,24,5,0.35,1
2625,40,0,80000,700,22000,48,1,0.36,1
2626,41,3,0,380,2000,24,4,0.76,0
2627,57,1,100000,740,50000,72,0,0.23,1
2628,63,1,90000,620,50000,120,0,0.55,0
2629,58,1,140000,770,30000,60,5,0.24,1
2630,24,2,10000,580,5000,30,2,0.45,0
2631,28,0,55000,680,15000,36,4,0.25,1
2632,46,1,120000,790,60000,108,0,0.13,1
2633,63,1,250000,780,120000,96,0,0.39,1
2634,42,0,92000,745,26000,72,3,0.2,1
2635,31,2,18000,680,5000,36,2,0.12,1
2636,29,0,65000,730,10000,24,5,0.2,1
2637,57,0,210000,800,70000,84,3,0.29,1
2638,39,1,180000,760,80000,84,0,0.31,1
2639,24,2,20000,710,5000,24,2,0.15,1
2640,55,0,110000,810,50000,120,3,0.15,1
2641,55,0,102000,765,32000,72,5,0.22,1
2642,34,0,45000,580,25000,36,1,0.58,0
2643,30,1,65000,690,30000,48,0,0.33,1
2644,46,1,175000,730,150000,120,0,0.41,1
2645,28,2,15000,610,8000,36,2,0.35,0
2646,44,1,70000,710,25000,60,3,0.33,1
2647,42,0,42000,540,25000,60,5,0.68,0
2648,30,3,0,450,1500,24,5,0.65,0
2649,66,1,190000,825,65000,120,0,0.09,1
2650,46,1,79000,720,25000,72,3,0.29,1
2651,39,0,71000,710,20000,60,1,0.29,1
2652,52,1,75000,670,28000,48,1,0.35,1
2653,44,1,85000,730,22000,48,3,0.27,1
2654,51,0,78000,715,30000,48,1,0.29,1
2655,31,1,65400,680,18000,48,0,0.31,1
2656,55,0,150000,810,50000,72,3,0.15,1
2657,31,3,8000,565,2000,24,4,0.67,0
2658,66,0,140000,810,85000,108,4,0.1,1
2659,22,2,5000,470,1000,24,5,0.62,0
2660,36,1,25000,570,12000,48,5,0.62,0
2661,49,0,78716,778,23614,46,4,0.22,1
2662,21,2,15000,690,18000,120,2,0.2,1
2663,59,0,145000,815,72500,96,5,0.16,1
2664,28,2,18000,640,11000,60,2,0.52,0
2665,24,2,22000,690,4000,36,2,0.39,1
2666,24,2,14000,630,4500,24,2,0.2,1
2667,41,3,0,380,500,12,5,0.75,0
2668,29,0,110000,750,45000,84,3,0.19,1
2669,27,2,18000,640,6000,30,2,0.26,1
2670,53,1,160000,770,75000,60,0,0.3,1
2671,52,0,120000,810,10000,12,4,0.1,1
2672,67,3,5000,410,2000,24,5,0.68,0
2673,46,3,8000,490,4000,36,4,0.75,0
2674,61,1,65000,550,20000,48,4,0.59,0
2675,37,1,50000,600,25000,60,1,0.56,0
2676,41,1,70000,650,25000,72,1,0.4,1
2677,31,2,15396,680,7698,36,2,0.15,1
2678,67,0,118000,800,65000,108,3,0.14,1
2679,41,1,72000,705,20000,60,5,0.35,0
2680,32,1,68000,670,20000,60,3,0.42,0
2682,42,1,115000,730,50000,72,0,0.37,1
2683,56,0,115000,805,32000,120,3,0.13,1
2684,56,0,90587,705,94576,118,0,0.36,1
2685,50,1,190000,780,80000,60,0,0.25,1
2686,51,0,95000,740,25000,48,4,0.28,1
2687,23,3,0,520,4000,12,5,0.6,0
2688,22,2,15000,610,8000,36,2,0.18,1
2689,47,0,80000,680,20000,60,5,0.37,1
2690,23,2,15200,670,3000,36,2,0.48,1
2691,41,0,72000,695,10000,24,1,0.16,1
2693,49,0,115000,785,57500,72,3,0.21,1
2694,23,2,18000,640,9000,36,2,0.25,1
2695,47,1,78000,725,22000,60,0,0.29,1
2696,35,0,70000,710,32000,60,5,0.34,1
2697,39,1,95000,755,35000,60,0,0.28,1
2698,28,2,14000,600,4000,48,2,0.44,1
2699,49,1,65000,710,25000,60,3,0.33,1
2700,51,0,128000,780,80000,96,3,0.17,1
2701,24,2,22000,670,18000,60,2,0.5,1
2702,58,0,72000,700,21600,60,1,0.35,1
2703,29,0,50000,660,12000,48,5,0.37,0
2705,45,0,60000,650,20000,48,5,0.41,0
2706,53,0,125000,750,30000,36,0,0.27,1
2707,39,0,68000,710,21000,60,4,0.26,1
2709,29,2,18000,640,15000,36,1,0.61,0
2710,65,1,150000,790,40000,84,0,0.22,1
2711,67,0,180000,820,150000,120,3,0.1,1
2712,42,1,95000,770,45000,96,3,0.2,1
2713,50,3,5000,420,1000,24,4,0.71,0
2714,47,1,65000,680,22000,48,3,0.38,1
2715,25,2,5000,500,2000,12,2,0.58,0
2716,31,1,89000,750,30000,36,1,0.33,1
2717,37,2,25000,700,12000,48,2,0.28,1
2718,32,3,1000,430,500,12,5,0.77,0
2719,31,1,50000,650,18000,48,5,0.4,0
2720,30,0,88000,730,28000,60,5,0.33,1
2721,37,0,70100,700,21000,84,1,0.33,1
2722,53,0,140000,820,25000,24,5,0.12,1
2724,69,3,9000,490,4500,36,4,0.62,0
2725,20,2,0,620,5000,36,2,0.7,0
2726,40,0,100000,740,50000,84,1,0.25,1
2727,62,0,89000,760,22000,60,5,0.2,1
2728,53,0,130000,780,150000,96,3,0.19,1
2729,37,1,60000,690,15000,36,4,0.33,1
2730,33,1,42000,600,13000,36,5,0.46,0
2731,45,1,120000,685,80000,84,0,0.62,0
2732,49,1,60000,660,28000,60,3,0.41,0
2733,51,0,70000,710,18000,48,1,0.3,1
2734,33,1,170000,770,70000,120,0,0.22,1
2735,54,0,96000,775,26000,96,3,0.18,1
2736,59,0,135000,820,70000,96,3,0.13,1
2737,27,0,80000,730,50000,96,3,0.28,1
2738,26,1,45000,620,20000,60,5,0.55,0
2739,69,0,62000,650,10000,48,1,0.46,1
2740,43,0,72000,690,40000,60,1,0.31,1
2741,58,0,125000,790,15000,24,5,0.05,1
2742,46,1,70000,690,45000,84,0,0.4,1
2743,49,1,100000,760,30000,84,0,0.22,1
2744,61,0,145000,800,25000,12,3,0.1,1
2745,62,0,95000,705,45000,96,5,0.31,1
2746,30,0,70000,730,18000,24,3,0.2,1
2747,68,0,90000,780,45000,72,5,0.24,1
2748,42,1,110000,780,60000,84,0,0.15,1
2749,60,0,80000,730,25000,60,1,0.35,1
2750,35,1,55000,650,20000,48,3,0.39,1
2751,30,1,80000,700,30000,60,0,0.3,1
2753,38,1,125000,745,45000,60,0,0.31,1
2754,22,2,4000,500,800,12,4,0.75,0
2755,60,1,130000,800,65000,96,0,0.17,1
2756,54,1,40000,590,30000,60,5,0.38,0
2757,38,0,60000,650,30000,72,1,0.42,1
2758,44,1,50000,640,15000,36,3,0.43,1
2759,31,1,30000,570,8000,24,5,0.5,0
2760,54,0,180000,820,135000,120,3,0.11,1
2761,69,3,500,350,1000,12,5,0.8,0
2762,57,0,68000,700,28000,72,5,0.39,1
2763,31,0,60000,690,18000,48,5,0.33,1
2764,37,0,60000,650,15000,36,4,0.45,0
2765,25,2,9000,610,7000,36,2,0.57,0
2766,33,1,78500,665,18000,72,0,0.41,1
2767,69,0,94000,780,26000,108,3,0.17,1
2768,51,0,105000,770,40000,60,3,0.24,1
2769,46,1,81000,735,24000,60,0,0.28,1
2770,50,0,105000,790,25000,36,1,0.27,1
2771,29,2,6000,500,2000,24,2,0.6,0
2772,22,2,8900,550,4000,18,2,0.55,0
2773,40,1,80000,720,28000,72,5,0.27,1
2774,35,1,100000,720,70000,84,3,0.31,1
2775,49,0,115000,780,30000,84,1,0.17,1
2776,37,3,6000,520,2000,24,4,0.66,0
2777,33,0,82000,670,35000,60,1,0.42,0
2778,31,1,62100,678,12500,36,0,0.38,1
2779,36,0,48000,660,12000,48,5,0.42,0
2780,28,1,62000,680,18000,48,0,0.31,1
2781,30,2,6000,530,2000,12,5,0.58,0
2782,20,3,0,350,800,12,5,0.79,0
2783,49,1,100000,740,32000,96,0,0.24,1
2784,44,0,70000,700,20000,60,1,0.34,1
2785,43,2,12000,590,5000,24,2,0.5,0
2786,53,3,0,320,1000,12,4,0.8,0
2787,54,3,2000,400,1000,12,5,0.78,0
2788,41,0,110000,800,40000,72,1,0.31,1
2789,58,1,170000,810,85000,120,5,0.13,1
2790,54,0,76000,695,38000,48,1,0.44,1
2792,48,0,110000,710,30000,48,1,0.28,1
2793,45,0,110000,730,65000,96,3,0.33,1
2794,25,0,40000,600,18000,60,5,0.58,0
2795,41,0,73800,742,12000,84,2,0.34,1
2796,23,2,8000,580,1500,12,5,0.2,1
2797,29,0,45000,630,40000,72,3,0.58,0
2798,25,2,15647,587,4196,18,2,0.27,1
2799,70,0,75000,670,22000,48,5,0.36,1
2800,30,1,110000,750,75000,84,0,0.22,1
2801,68,1,180000,830,90000,120,3,0.18,1
2802,50,1,28000,490,20000,48,0,0.72,0
2803,23,2,10000,580,4000,24,2,0.49,0
2804,30,2,15000,610,8000,36,2,0.35,1
2805,23,3,10000,550,8000,36,4,0.7,0
2806,65,0,200000,830,100000,120,0,0.1,1
2807,43,0,98000,750,42000,84,3,0.2,1
2808,56,0,82000,720,32000,60,5,0.26,1
2809,57,3,1000,310,500,12,4,0.79,0
2810,47,0,60000,680,18000,48,1,0.32,1
2811,28,2,14000,600,2800,24,2,0.14,1
2812,20,2,3000,450,1500,24,2,0.65,0
2813,68,3,2808,454,14040,119,5,0.61,0
2814,25,2,8000,630,10000,60,2,0.4,0
2815,31,0,120000,790,50000,60,1,0.18,1
2816,33,0,60000,630,12000,36,1,0.48,0
2817,43,0,105000,740,35000,60,2,0.2,1
2818,56,0,95000,770,25000,36,4,0.1,1
2819,26,2,20400,610,6100,36,2,0.38,1
2820,41,3,8000,510,8000,48,1,0.78,0
2821,45,1,60000,695,15000,24,5,0.28,1
2822,58,0,135000,780,40000,72,3,0.2,1
2823,51,1,80000,590,75000,120,3,0.58,0
2824,29,0,65000,690,20000,48,3,0.31,1
2825,59,0,95000,720,25000,36,1,0.31,1
2826,64,0,135000,820,160000,120,0,0.16,1
2827,27,3,3000,400,800,12,5,0.7,0
2828,41,0,88000,730,22000,48,3,0.19,1
2829,39,0,120000,790,30000,24,1,0.18,1
2830,30,3,5000,490,2000,12,5,0.65,0
2831,37,3,15000,570,10000,36,4,0.68,0
2832,49,1,220000,810,80000,120,0,0.26,1
2833,38,3,0,550,3000,12,4,0.8,0
2835,58,0,115000,770,42000,96,1,0.18,1
2836,39,0,130000,820,80000,120,3,0.1,1
2837,21,2,6000,500,2000,12,5,0.55,0
2838,25,2,4000,590,2000,24,5,0.28,0
2839,33,0,52044,591,24483,105,2,0.51,0
2840,30,0,50000,630,17000,48,3,0.42,0
2841,65,0,130000,810,150000,120,3,0.1,1
2842,39,0,80000,690,40000,60,1,0.31,1
2843,39,1,60000,685,22000,36,0,0.33,1
2844,45,0,135542,801,27108,103,3,0.11,1
2845,65,1,30000,600,10000,48,0,0.4,0
2846,33,1,68000,700,20000,60,5,0.3,1
2847,22,2,15000,690,10000,48,2,0.2,1
2848,22,2,5000,620,10000,60,2,0.5,0
2849,27,2,22000,690,9000,36,2,0.27,1
2850,55,1,195000,780,39000,115,3,0.13,1
2851,55,1,62000,610,40000,72,0,0.48,0
2852,36,2,10000,590,2000,24,5,0.48,0
2853,35,3,7000,500,1200,12,4,0.58,0
2854,44,0,80000,700,17000,72,4,0.28,1
2855,50,0,160000,830,75000,108,3,0.13,1
2856,25,2,20359,689,12215,60,2,0.18,1
2857,39,0,85000,730,30000,72,3,0.28,1
2858,20,2,2000,585,5000,24,2,0.55,0
2859,41,0,48000,660,13000,48,1,0.34,1
2860,45,1,120000,780,36000,96,0,0.2,1
2861,40,1,80000,690,30000,72,0,0.31,1
2862,23,2,8000,590,10000,60,2,0.4,0
2863,50,3,9000,500,2200,12,4,0.63,0
2864,35,0,75000,700,50000,96,1,0.3,1
2865,25,0,60000,710,15000,36,5,0.21,1
2866,63,0,120000,790,38000,84,1,0.2,1
2867,26,2,20000,680,10000,36,2,0.29,1
2868,52,0,97000,770,35000,60,3,0.2,1
2869,35,0,95000,780,25000,48,3,0.22,1
2870,67,3,5000,460,1500,18,4,0.67,0
2871,65,0,75000,650,10000,12,5,0.28,1
2872,38,1,98000,720,40000,60,0,0.3,1
2873,21,3,0,510,8000,36,4,0.76,0
2874,28,0,39000,610,11000,36,1,0.51,0
2875,27,2,8000,540,3000,24,5,0.68,0
2876,24,2,4000,410,700,12,2,0.77,0
2877,48,3,12000,510,6000,36,5,0.65,0
2878,44,1,200000,850,120000,120,0,0.1,1
2879,50,0,94000,755,28000,72,1,0.23,1
2880,23,2,5000,610,8000,120,2,0.15,0
2881,59,1,41000,570,25000,60,1,0.72,0
2882,28,0,50000,655,14000,48,5,0.45,0
2883,41,0,120000,810,30000,60,1,0.18,1
2884,57,1,170000,815,58000,108,0,0.11,1
2885,35,3,10000,540,9000,48,4,0.68,0
